id,ticket,company,Date,headline,news,story,neu,pos,neg,a
787,GOOGL,Alphabet Inc,20150218,BRIEF-Expert System becomes technology partner of Google Cloud Platform ,* Reported on Tuesday that it has joined Google's  partner program as technology partner of the Google Cloud platform,normal,1,0,0,0
788,GOOGL,Alphabet Inc,20150217,Bosch CEO: Tech industry interlopers force car industry to react ,BERLIN The auto industry is stepping up efforts to introduce highly automated cars as software makers Google and perhaps even Apple forge plans to build a vehicle  the chief executive of Bosch [ROBG.UL] said on Tuesday.,topStory,1,0,0,0
789,GOOGL,Alphabet Inc,20150217,Bosch CEO: Tech industry interlopers force car industry to react ,BERLIN  Feb 17 The auto industry is stepping up efforts to introduce highly automated cars as software makers Google and perhaps even Apple forge plans to build a vehicle  the chief executive of Bosch said on Tuesday.,normal,1,0,0,0
790,GOOGL,Alphabet Inc,20150210,Google to add medical details to health topic searches ,Google Inc said it would add a feature wherein online searches on health-related topics would display relevant medical details on the search page.,topStory,1,0,0,0
791,GOOGL,Alphabet Inc,20150210,Google to add medical details to health topic searches ,Feb 10 Google Inc said it would add a feature wherein online searches on health-related topics would display relevant medical details on the search page.,normal,1,0,0,0
792,GOOGL,Alphabet Inc,20150209,David Beckham launches '7' fund for kids in danger around the world ,"LONDON (Thomson Reuters Foundation) - Soccer legend David Beckham pledged to change the lives of millions of children on Monday as he launched ""7""  a new fund with UNICEF to protect the world's most vulnerable youngsters.",topStory,0.831,0.11,0.059,0.228
793,GOOGL,Alphabet Inc,20150206,Google can disrupt car industry but is no automaker  Daimler says ,FRANKFURT Technology companies such as Google are unlikely to become mass car manufacturers  even if they have the potential to disrupt an industry increasingly focused on software and automated driving  the head of German carmaker Daimler  said on Friday.,topStory,0.936,0.064,0,0.3818
794,GOOGL,Alphabet Inc,20150206,Google can disrupt car industry but is no automaker  Daimler says ,FRANKFURT  Feb 6 Technology companies such as Google are unlikely to become mass car manufacturers  even if they have the potential to disrupt an industry increasingly focused on software and automated driving  the head of German carmaker Daimler said on Friday.,normal,0.938,0.062,0,0.3818
795,GOOGL,Alphabet Inc,20150206,Google panel backs firm on EU limit to 'right to be forgotten' ,A panel of experts appointed by Google to advise it on how to implement an EU ruling ordering it to remove links to some personal information from search results has backed the company's view that links be removed only from websites in Europe.,normal,0.974,0.026,0,0.0258
796,GOOGL,Alphabet Inc,20150206,Google panel backs firm on EU limit to 'right to be forgotten' ,BRUSSELS A panel of experts appointed by Google to advise it on how to implement an EU ruling ordering it to remove links to some personal information from search results has backed the company's view that links be removed only from websites in Europe.,normal,0.974,0.026,0,0.0258
797,GOOGL,Alphabet Inc,20150206,UPDATE 2-Google panel backs firm on EU limit to 'right to be forgotten' ,* Expert panel says Google should de-list results across EU only,normal,1,0,0,0
798,GOOGL,Alphabet Inc,20150206,Google panel backs firm on EU limit to 'right to be forgotten' ,BRUSSELS  Feb 6 A panel of experts appointed by Google to advise it on how to implement an EU ruling ordering it to remove links to some personal information from search results has backed the company's view that links be removed only from websites in the EU.,normal,0.976,0.024,0,0.0258
799,GOOGL,Alphabet Inc,20150205,US STOCKS-Wall St climbs with oil after claims data  Pfizer deal ,* Indexes up: Dow 0.52 pct  S&P 0.47 pct  Nasdaq 0.43 pct   (Updates to market open),topStory,1,0,0,0
800,GOOGL,Alphabet Inc,20150205,US STOCKS-Wall St to open higher on claims data  oil advance ,* Futures up: Dow 104 pts  S&P 14.5 pts  Nasdaq 21.75 pts   (Adds quote  data),normal,1,0,0,0
801,GOOGL,Alphabet Inc,20150205,US STOCKS-Futures gain with initial jobless claims data on tap ,NEW YORK  Feb 5 U.S. stock index futures advanced on Thursday  putting equities on track to rebound from a late selloff in the prior session  ahead of data on the labor market and the latest round of earnings reports.,normal,0.947,0.053,0,0.25
802,GOOGL,Alphabet Inc,20150203,BUZZ-IAC/InterActiveCorp: sees weak year ahead ,Feb 3    ** Media mogul Barry Diller's IAC/InterActiveCorp down 5.5 pct at $60.50 in extended trading,topStory,1,0,0,0
803,GOOGL,Alphabet Inc,20150203,Google preparing to launch ride-hailing service: Bloomberg ,Google Inc is preparing to offer its own ride-hailing service  putting it in direct competition with Uber  Bloomberg News reported  citing a person close to Uber's board.,normal,1,0,0,0
804,GOOGL,Alphabet Inc,20150202,Google preparing to launch ride-hailing service: Bloomberg ,Google is preparing to offer its own ride-hailing service  putting it in direct competition with Uber  Bloomberg News reported  citing a person close to Uber's board.,topStory,1,0,0,0
805,GOOGL,Alphabet Inc,20150202,Google preparing to launch ride-hailing service: Bloomberg ,Google is preparing to offer its own ride-hailing service  putting it in direct competition with Uber  Bloomberg News reported  citing a person close to Uber's board.,normal,1,0,0,0
806,GOOGL,Alphabet Inc,20150202,Google preparing to launch ride-hailing service - Bloomberg ,Feb 2 Google is preparing to offer its own ride-hailing service  putting it in direct competition with Uber  Bloomberg News reported  citing a person close to Uber's board.,normal,1,0,0,0
807,GOOGL,Alphabet Inc,20150202,Urge to merge grips French mutual insurers as price war breaks out ,PARIS  Feb 2 Tight health budgets  regulatory revolutions and the threat of Google have unleashed a surge of competition among France's mutual insurers  triggering a wave of mergers in the usually staid corner of the financial sector.,normal,0.907,0,0.093,-0.5267
808,GOOGL,Alphabet Inc,20150130,UPDATE 2-Google to change privacy policy after investigation by UK data watchdog ,PARIS  Jan 30 Search engine Google has agreed to better inform users about how it handles their personal information after an investigation by Britain's data protection regulator found its privacy policy was too vague.,topStory,0.829,0.134,0.037,0.5574
809,GOOGL,Alphabet Inc,20150130,RPT-Despite Glass failings  Google defends 'license' to spend ,SAN FRANCISCO  Jan 29 Google Inc   plans to keep making ambitious and costly bets on futuristic products  even if it means shelving some of its most beloved projects.,normal,0.755,0.202,0.042,0.7425
810,GOOGL,Alphabet Inc,20150130,Despite Glass failings  Google defends 'license' to spend ,SAN FRANCISCO Google Inc plans to keep making ambitious and costly bets on futuristic products  even if it means shelving some of its most beloved projects.,normal,0.74,0.215,0.045,0.7425
811,GOOGL,Alphabet Inc,20150130,Despite Glass failings  Google defends 'license' to spend ,SAN FRANCISCO  Jan 29 Google Inc   plans to keep making ambitious and costly bets on futuristic products  even if it means shelving some of its most beloved projects.,normal,0.755,0.202,0.042,0.7425
812,GOOGL,Alphabet Inc,20150129,Google fourth-quarter revenue misses Wall Street target ,SAN FRANCISCO Google Inc's   revenue grew 15 percent in the fourth quarter but fell short of Wall Street's target on declining online ad prices and unfavorable foreign exchange rates.,topStory,1,0,0,0
813,GOOGL,Alphabet Inc,20150129,UPDATE 2-Google 4th-qtr revenue misses Wall Street target ,SAN FRANCISCO  Jan 29 Google Inc's   revenue grew 15 percent in the fourth quarter but fell short of Wall Street's target on declining online ad prices and unfavorable foreign exchange rates.,normal,1,0,0,0
814,GOOGL,Alphabet Inc,20150129,Google Q4 revenue rises 15 percent ,SAN FRANCISCO  Jan 29 Google Inc's  revenue grew 15 percent in the final three months of the year  falling short of Wall Street's revenue target as the price of its online ads remained under pressure.,normal,0.897,0,0.103,-0.4215
815,GOOGL,Alphabet Inc,20150128,Amazon ramps up enterprise push with email service ,SAN FRANCISCO Amazon.com Inc  accelerated its efforts to win over corporate clients on Wednesday by announcing an email and scheduling service that will compete with Microsoft Corp  and Google Inc .,topStory,0.884,0.116,0,0.5859
816,GOOGL,Alphabet Inc,20150128,Amazon ramps up enterprise push with email service ,SAN FRANCISCO  Jan 28 Amazon.com Inc  accelerated its efforts to win over corporate clients on Wednesday by announcing an email and scheduling service that will compete with Microsoft Corp and Google Inc .,normal,0.891,0.109,0,0.5859
817,GOOGL,Alphabet Inc,20150128,UPDATE 1-Mexico says may sanction Google over data protection breach ,MEXICO CITY  Jan 27 Mexico's federal transparency body said on Tuesday it had initiated proceedings to impose sanctions on the Mexican unit of Google Inc  for possible breach of the country's data protection law.,normal,0.937,0,0.062,-0.296
818,GOOGL,Alphabet Inc,20150126,Lenovo's Motorola looks to take market share from China rivals ,BEIJING Motorola  the mobile handset maker bought by China's Lenovo Group Ltd  from Google Inc  for $2.9 billion  is optimistic about its prospects in the Chinese market  its president told Reuters.,topStory,0.866,0.134,0,0.5423
819,GOOGL,Alphabet Inc,20150122,CORRECTED-UPDATE 1-Fidelity's Contrafund cuts Google stake over data center costs , ,topStory,0,0,0,0
820,GOOGL,Alphabet Inc,20150122,RPT-CORRECTED-UPDATE 1-Fidelity's Contrafund cuts Google stake over data center costs ,BOSTON  Jan 20 Fidelity's $110 Billion Contrafund has trimmed a roughly $7 billion stake in Google Inc  because of portfolio manager Will Danoff's view that the stock faces a potentially choppy market over the short term.,normal,1,0,0,0
821,GOOGL,Alphabet Inc,20150122,RPT-Market Chatter- Corporate finance press digest ,Jan 22 The following corporate finance-related stories were reported by media:,normal,1,0,0,0
822,GOOGL,Alphabet Inc,20150122,Market Chatter- Corporate finance press digest ,Jan 22 The following corporate finance-related stories were reported by media:,normal,1,0,0,0
823,GOOGL,Alphabet Inc,20150122,Google to sell wireless service in deals with Sprint  T-Mobile: The Information ,Google Inc is preparing to sell mobile phone plans directly to customers and manage their calls and mobile data over a cellular network  The Information reported  citing people familiar with the matter.,normal,0.965,0.035,0,0.0258
824,GOOGL,Alphabet Inc,20150121,Google  Viacom win dismissal of children's web privacy lawsuit ,Google Inc  and Viacom Inc  won the dismissal of a nationwide privacy lawsuit accusing them of illegally tracking the Internet activity of boys and girls who visited Nickelodeon's website  in order to send targeted advertising.,topStory,0.809,0.097,0.094,0.2732
825,GOOGL,Alphabet Inc,20150121,In Gaza  an IT company has Google-sized aspirations ,GAZA His company may not rival Google or German software maker SAP yet  but Gaza-based IT entrepreneur Saady Lozon has plans to change that.,normal,1,0,0,0
826,GOOGL,Alphabet Inc,20150121,EU privacy watchdogs to review air passenger data stance ,PARIS  Jan 21 Europe's data privacy watchdogs will meet in coming days to discuss revising their earlier opposition to countries sharing airline passenger data as part of efforts to tighten security and thwart terror attacks  the group's head said on Wednesday.,normal,0.763,0.107,0.13,-0.2732
827,GOOGL,Alphabet Inc,20150121,In Gaza  an IT company has Google-sized aspirations ,GAZA  Jan 21 His company may not rival Google  or German software maker SAP yet  but Gaza-based IT entrepreneur Saady Lozon has plans to change that.,normal,1,0,0,0
828,GOOGL,Alphabet Inc,20150120,SpaceX raises $1 billion in funding from Google  Fidelity ,Space Exploration Technologies (SpaceX)  founded by Elon Musk  said it has raised about $1 billion in a financing round with two new investors  Google Inc and Fidelity.,topStory,0.929,0.071,0,0.2263
829,GOOGL,Alphabet Inc,20150120,UPDATE 1-SpaceX raises $1 bln in funding from Google  Fidelity ,Jan 20 Space Exploration Technologies (SpaceX)  founded by Elon Musk  said it has raised about $1 billion in a financing round with two new investors  Google Inc and Fidelity.,normal,0.934,0.066,0,0.2263
830,GOOGL,Alphabet Inc,20150120,SpaceX raises $1 bln in funding from Google  Fidelity ,Jan 20 Elon Musk-backed Space Exploration Technologies (SpaceX) said it has raised about $1 billion in a financing round with two new investors  Google Inc and Fidelity.,normal,0.929,0.071,0,0.2263
831,GOOGL,Alphabet Inc,20150120,Fidelity's Contrafund cuts Google stake over data center costs ,BOSTON Fidelity's $110 Billion Contrafund has trimmed a roughly $7 billion stake in Google Inc because of portfolio manager Will Danoff's view that the stock faces a potentially choppy market over the short term.,normal,1,0,0,0
832,GOOGL,Alphabet Inc,20150120,UPDATE 1-Fidelity's Contrafund cuts Google stake over data center costs ,BOSTON  Jan 20 Fidelity's $110 Billion Contrafund has trimmed a roughly $7 billion stake in Google Inc  because of portfolio manager Will Danoff's view that the stock faces a potentially choppy market over the short term.,normal,1,0,0,0
833,GOOGL,Alphabet Inc,20150120,Fidelity's Contrafund cuts Google stake as data center costs grow ,BOSTON  Jan 20 Fidelity's $110 Billion Contrafund has trimmed its stake in Google Inc  its largest holding  as portfolio manager Will Danoff sees a potentially choppy market for the stock over the short term.,normal,1,0,0,0
834,GOOGL,Alphabet Inc,20150119,Google sticks to EU only application of 'right to be forgotten' ,"BRUSSELS Google is only removing search results from European websites when individuals invoke their ""right to be forgotten""  contrary to regulators' guidelines  but will review that approach soon  the company's chief legal officer said on Monday.",topStory,0.914,0.047,0.039,0.0772
835,GOOGL,Alphabet Inc,20150119,Google sticks to EU only application of 'right to be forgotten' ,"BRUSSELS  Jan 19 Google is only removing search results from European websites when individuals invoke their ""right to be forgotten""  contrary to regulators' guidelines  but will review that approach soon  the company's chief legal officer said on Monday.",normal,0.918,0.045,0.037,0.0772
836,GOOGL,Alphabet Inc,20150119,Global patents reflect advances in connected and self-driving cars ,SEOUL/DETROIT Technology advances in telematics and driver assistance systems are gathering steam as the enablers of future connected and self-driving cars  according to an analysis of global patent applications released Monday.,normal,1,0,0,0
837,GOOGL,Alphabet Inc,20150119,After Gmail blocked in China  Microsoft's Outlook hacked  says GreatFire ,BEIJING Chinese users of Microsoft Corp's Outlook email service were subject to a hacking attack at the weekend  just weeks after Google Inc's Gmail system was blocked in China  an online censorship watchdog said on Monday.,normal,0.864,0,0.136,-0.6369
838,GOOGL,Alphabet Inc,20150119,REFILE-After Gmail blocked in China  Microsoft's Outlook hacked  says GreatFire ,BEIJING  Jan 19 Chinese users of Microsoft Corp's Outlook email service were subject to a hacking attack at the weekend  just weeks after Google Inc's  Gmail system was blocked in China  an online censorship watchdog said on Monday.,normal,0.871,0,0.129,-0.6369
839,GOOGL,Alphabet Inc,20150117,Google in talks to buy mobile-payments company Softcard: TechCrunch ,Google Inc  is in talks to buy mobile-payments company Softcard  technology news website TechCrunch reported on Friday  citing people familiar with the matter.,topStory,0.952,0.048,0,0.0258
840,GOOGL,Alphabet Inc,20150117,Google in talks to buy mobile-payments company Softcard: TechCrunch ,Google Inc is in talks to buy mobile-payments company Softcard  technology news website TechCrunch reported on Friday  citing people familiar with the matter.,normal,0.952,0.048,0,0.0258
841,GOOGL,Alphabet Inc,20150117,Google in talks to buy mobile-payments company Softcard -TechCrunch ,Jan 16 Google Inc is in talks to buy mobile-payments company Softcard  technology news website TechCrunch reported on Friday  citing people familiar with the matter.,normal,0.956,0.044,0,0.0258
842,GOOGL,Alphabet Inc,20150116,Apple  Google settle U.S. poaching lawsuit for $415 mln ,SAN FRANCISCO Four Silicon Valley companies including Apple Inc and Google Inc agreed to pay $415 million to resolve an antitrust class action lawsuit by tech workers who accused the firms of conspiring to avoid poaching each other's employees  according to a court filing on Thursday.,topStory,0.759,0.091,0.15,-0.25
843,GOOGL,Alphabet Inc,20150115,Apple  Google settle U.S. poaching lawsuit for $415 million ,SAN FRANCISCO Four Silicon Valley companies including Apple Inc and Google Inc agreed to pay $415 million to resolve an antitrust class action lawsuit by tech workers who accused the firms of conspiring to avoid poaching each other's employees  according to a court filing on Thursday.,topStory,0.759,0.091,0.15,-0.25
844,GOOGL,Alphabet Inc,20150115,Apple  Google settle U.S. poaching lawsuit for $415 mln ,SAN FRANCISCO  Jan 15 Four Silicon Valley companies including Apple Inc and Google Inc  agreed to pay $415 million to resolve an antitrust class action lawsuit by tech workers who accused the firms of conspiring to avoid poaching each other's employees  according to a court filing on Thursday.,normal,0.768,0.088,0.144,-0.25
845,GOOGL,Alphabet Inc,20150114,Google partners with auto suppliers on self-driving car ,DETROIT Internet search company Google Inc has begun discussions with most of the world's top automakers and has assembled a team of traditional and nontraditional suppliers to speed efforts to bring self-driving cars to market by 2020  a  Google executive said on Wednesday.,topStory,0.957,0.043,0,0.2023
846,GOOGL,Alphabet Inc,20150114,BRIEF-Google self-driving car program chief says on track to start testing prototypes this year ,DETROIT  Jan 14 Google Inc :  * Self-driving car program chief says on track to start testing prototypes this,normal,1,0,0,0
847,GOOGL,Alphabet Inc,20150114,BRIEF-Google self-driving car program chief says worked with suppliers Continental  bosch  roush  LG Electronics and others to develop the Google car ,DETROIT  Jan 14 Google Inc speaking at the Automotive News conference in Detroit:  * Self-driving car program chief says worked with suppliers Continental  bosch ,normal,1,0,0,0
848,GOOGL,Alphabet Inc,20150114,Google battles lawsuit by Max Mosley over sex party images ,Google Inc. sought on Wednesday to block a lawsuit filed against it by Max Mosley in the High Court in London over access through its search engine to images of the former motor racing chief taking part in a sex party.,normal,0.828,0.062,0.11,-0.2732
849,GOOGL,Alphabet Inc,20150114,Google battles lawsuit by Max Mosley over sex party images ,Jan 14 Google Inc. sought on Wednesday to block a lawsuit filed against it by Max Mosley in the High Court in London over access through its search engine to images of the former motor racing chief taking part in a sex party.,normal,0.835,0.059,0.105,-0.2732
850,GOOGL,Alphabet Inc,20150114,Apple  Google reach new deal to end U.S. lawsuit over poaching ,SAN FRANCISCO Four Silicon Valley companies including Apple Inc and Google Inc have agreed to a new settlement that would resolve an antitrust class action lawsuit by tech workers  who accused the firms of conspiring to avoid poaching each other's employees.,normal,0.761,0.102,0.137,-0.1531
851,GOOGL,Alphabet Inc,20150114,Apple  Google reach new deal to end U.S. lawsuit over poaching ,SAN FRANCISCO Four Silicon Valley companies including Apple Inc and Google Inc have agreed to a new settlement that would resolve an antitrust class action lawsuit by tech workers  who accused the firms of conspiring to avoid poaching each other's employees.,normal,0.761,0.102,0.137,-0.1531
852,GOOGL,Alphabet Inc,20150114,UPDATE 2-Apple  Google reach new deal to end U.S. lawsuit over poaching ,SAN FRANCISCO  Jan 13 Four Silicon Valley companies including Apple Inc and Google Inc  have agreed to a new settlement that would resolve an antitrust class action lawsuit by tech workers  who accused the firms of conspiring to avoid poaching each other's employees.,normal,0.771,0.098,0.131,-0.1531
853,GOOGL,Alphabet Inc,20150114,UPDATE 1-Samsung Electronics launches Tizen smartphone in India ,* Samsung seeks to cut Google reliance  build own ecosystem   (Updates with background  comments on Tizen),normal,0.87,0,0.13,-0.2732
854,GOOGL,Alphabet Inc,20150114,Apple  Google reach new deal with workers in U.S. lawsuit over hiring ,SAN FRANCISCO  Jan 13 Four tech companies including Apple Inc and Google Inc have agreed to a new settlement that would resolve an antitrust class action lawsuit over wage suppression in Silicon Valley  according to a U.S. court filing on Tuesday.,normal,0.845,0.11,0.045,0.4215
855,GOOGL,Alphabet Inc,20150113,GM open to working with Google on self-driving car technology ,DETROIT General Motors Co  is open to working with Google Inc  on developing self-driving car technology  the chief technology officer for the U.S. automaker said on Monday.,topStory,1,0,0,0
856,GOOGL,Alphabet Inc,20150112,GM open to working with Google on self-driving car technology ,DETROIT  Jan 12 General Motors Co is open to working with Google Inc on developing self-driving car technology  the chief technology officer for the U.S. automaker said on Monday.,topStory,1,0,0,0
857,GOOGL,Alphabet Inc,20150112,Disney  Sony  DreamWorks seek to throw out anti-poaching lawsuit ,Walt Disney Co  Sony Corp and DreamWorks Animation SKG Inc urged a federal judge to throw out a antitrust lawsuit accusing them of conspiring not to poach each other's animators in order to keep wages down.,normal,0.899,0,0.101,-0.3818
858,GOOGL,Alphabet Inc,20150112,Disney  Sony  DreamWorks seek to throw out anti-poaching lawsuit ,Jan 12 Walt Disney Co  Sony Corp  and DreamWorks Animation SKG Inc urged a federal judge to throw out a antitrust lawsuit accusing them of conspiring not to poach each other's animators in order to keep wages down.,normal,0.904,0,0.096,-0.3818
859,GOOGL,Alphabet Inc,20150112,Microsoft  Google tangle over Windows security patch ,SEATTLE Microsoft Corp has complained publicly about tech rival Google Inc revealing a security flaw in its Windows 8.1 system just days before Microsoft was scheduled to roll out a fix for the problem  potentially exposing users to hacking.,normal,0.769,0.056,0.175,-0.6249
860,GOOGL,Alphabet Inc,20150112,Microsoft  Google tangle over Windows security patch ,SEATTLE  Jan 12 Microsoft Corp has complained publicly about tech rival Google Inc  revealing a security flaw in its Windows 8.1 system just days before Microsoft was scheduled to roll out a fix for the problem  potentially exposing users to hacking.,normal,0.78,0.053,0.167,-0.6249
861,GOOGL,Alphabet Inc,20150112,U.S. justices seek Obama administration views on Google-Oracle dispute ,WASHINGTON The Supreme Court on Monday asked the U.S. government to weigh in on whether the justices should hear a closely watched copyright dispute between Google Inc and Oracle Corp over software used to design Google's Android smartphone operating system.,normal,0.855,0.083,0.062,0.2263
862,GOOGL,Alphabet Inc,20150112,Supreme Court seek Obama administration views on Google-Oracle dispute ,WASHINGTON The Supreme Court on Monday asked the U.S. government to weigh in on whether the justices should hear a closely watched copyright dispute between Google Inc and Oracle Corp over software used to design Google’s Android smartphone operating system.,normal,0.855,0.083,0.062,0.2263
863,GOOGL,Alphabet Inc,20150112,U.S. justices seek Obama administration views on Google-Oracle dispute ,WASHINGTON  Jan 12 The Supreme Court on Monday asked the U.S. government to weigh in on whether the justices should hear a closely watched copyright dispute between Google Inc and Oracle Corp over software used to design Google's Android smartphone operating system.,normal,0.861,0.079,0.06,0.2263
864,GOOGL,Alphabet Inc,20150112,BRIEF-Telegate signs contract prolongation with Google ,* Signs contract prolongation with Google : partnership will be extended further in 2015,normal,1,0,0,0
865,GOOGL,Alphabet Inc,20150108,Google to start selling auto insurance in the U.S.  analyst says ,SAN FRANCISCO Google Inc  may be moving into the U.S. auto insurance market with a shopping site for people to compare and buy policies  an analyst said on Thursday  as it continues to shift its attention to the automotive industry.,topStory,1,0,0,0
866,GOOGL,Alphabet Inc,20150108,Google to start selling auto insurance in the U.S.  analyst says ,SAN FRANCISCO  Jan 8 Google Inc may be moving into the U.S. auto insurance market with a shopping site for people to compare and buy policies  an analyst said on Thursday  as it continues to shift its attention to the automotive industry.,normal,1,0,0,0
867,GOOGL,Alphabet Inc,20150108,Google Capital invests in Indian property website Commonfloor ,NEW DELHI Indian property search website Commonfloor.com has received funding from Google Capital  an equity fund backed by Google Inc  the online portal said in a statement on Thursday.,normal,0.961,0.039,0,0.0258
868,GOOGL,Alphabet Inc,20150108,Google Capital invests in Indian property website Commonfloor ,NEW DELHI  Jan 8 Indian property search website Commonfloor.com has received funding from Google Capital  an equity fund backed by Google Inc  the online portal said in a statement on Thursday.,normal,0.962,0.038,0,0.0258
869,GOOGL,Alphabet Inc,20150106,23andMe  Genentech to analyze 3 000 Parkinson's genomes ,Privately held 23andMe Inc and Genentech said on Tuesday they will work together to generate whole genome sequencing data for about 3 000 people with Parkinson's disease  in order to identify new therapeutic targets for treating the degenerative neurological condition.,topStory,1,0,0,0
870,GOOGL,Alphabet Inc,20150106,Jobs site operator Glassdoor raises $70 million from Google  others ,Glassdoor Inc  the operator of jobs website Glassdoor.com  said it raised $70 million from Google Capital and existing investors Tiger Global  Battery Ventures and Sutter Hill Ventures.,normal,1,0,0,0
871,GOOGL,Alphabet Inc,20150106,UPDATE 1-Jobs site operator Glassdoor raises $70 mln from Google  others ,Jan 6 Glassdoor Inc  the operator of jobs website Glassdoor.com  said it raised $70 million from Google Capital and existing investors Tiger Global  Battery Ventures and Sutter Hill Ventures.,normal,1,0,0,0
872,GOOGL,Alphabet Inc,20150106,Jobs site operator Glassdoor raises $70 mln from Google  others ,Jan 6 Glassdoor Inc  the operator of jobs website Glassdoor.com  said it raised $70 million from Google Capital and existing investors Tiger Global  Battery Ventures and Sutter Hill Ventures.,normal,1,0,0,0
873,GOOGL,Alphabet Inc,20141229,Google's Gmail blocked in China ,BEIJING Google Inc's Gmail was blocked in China after months of disruptions to the world's biggest email service  with an anti-censorship advocate suggesting the Great Firewall was to blame.,topStory,0.694,0.114,0.192,-0.2023
874,GOOGL,Alphabet Inc,20141229,RPT-Elder-care challenges prompt tech execs to create startups  apps ,SAN FRANCISCO  Dec 28 For years  Google Inc's  commerce chief  Stephanie Tilenius  held a demanding job and helped oversee the medical care of her parents  an experience that led her to leave the Internet search giant in 2012 and start a company to help patients combat chronic disease.,normal,0.782,0.113,0.105,0.34
875,GOOGL,Alphabet Inc,20141228,Elder-care challenges prompt tech executives to create startups  apps ,SAN FRANCISCO For years  Google Inc's commerce chief  Stephanie Tilenius  held a demanding job and helped oversee the medical care of her parents  an experience that led her to leave the Internet search giant in 2012 and start a company to help patients combat chronic disease. ,topStory,0.774,0.117,0.109,0.34
876,GOOGL,Alphabet Inc,20141228,Elder-care challenges prompt tech execs to create startups  apps ,SAN FRANCISCO  Dec 28 For years  Google Inc's  commerce chief  Stephanie Tilenius  held a demanding job and helped oversee the medical care of her parents  an experience that led her to leave the Internet search giant in 2012 and start a company to help patients combat chronic disease.,normal,0.782,0.113,0.105,0.34
877,GOOGL,Alphabet Inc,20141226,Google weighed security  free speech in move to stream Sony film ,"Google Inc said on Wednesday it weighed the security implications of screening the Sony Pictures film  ""The Interview "" a comedy whose depiction of the assassination of North Korea's leader was blamed for a massive cyberattack.",topStory,0.709,0.12,0.171,-0.4767
878,GOOGL,Alphabet Inc,20141225,YouTube's release of 'The Interview' a chance to show off paid video chops ,"SAN FRANCISCO Google Inc's decision to screen Sony Pictures' film ""The Interview"" may help legitimize its YouTube platform as a serious rival to paid video streaming services  Netflix  and Amazon.com Inc.",topStory,0.875,0.084,0.041,0.34
879,GOOGL,Alphabet Inc,20141225,"YouTube's release of ""The Interview"" a chance to show off paid video chops ","SAN FRANCISCO  Dec 24 Google Inc's  decision to screen Sony Pictures' film ""The Interview"" may help legitimize its YouTube platform as a serious rival to paid video streaming services  Netflix  and Amazon.com Inc .",normal,0.882,0.079,0.038,0.34
880,GOOGL,Alphabet Inc,20141224,Google weighed security  free speech in move to stream Sony film ,"Google Inc said on Wednesday it weighed the security implications of screening the Sony Pictures film  ""The Interview "" a comedy whose depiction of the assassination of North Korea's leader was blamed for a massive cyberattack.",topStory,0.709,0.12,0.171,-0.4767
881,GOOGL,Alphabet Inc,20141224,Google weighed security  free speech in move to stream Sony film ,"Dec 24 Google Inc said on Wednesday it weighed the security implications of screening the Sony Pictures film  ""The Interview "" a comedy whose depiction of the assassination of North Korea's leader was blamed for a massive cyberattack.",normal,0.723,0.114,0.163,-0.4767
882,GOOGL,Alphabet Inc,20141224,UPDATE 1-Google's YouTube tentatively agrees to stream 'The Interview' -CNN ,(Adds background about existing theatrical distribution arrangement in paragraph 4; details about potential alternative channels in paragraphs 5-7),normal,1,0,0,0
883,GOOGL,Alphabet Inc,20141224,Google's YouTube tentatively agrees to stream 'The Interview' -CNN ,"Dec 24 Google Inc's YouTube unit has tentatively agreed to distribute the Sony Pictures film ""The Interview "" at the center of a destructive cyber attack  offering online rentals beginning on Thursday  CNN reported.",normal,0.759,0.055,0.186,-0.7184
884,GOOGL,Alphabet Inc,20141224,FBI arrests Colorado man over online threats to kill police ,DENVER FBI agents arrested a Colorado man who posted online threats advocating the killing of police officers after investigators received a tip about one of the messages from Google  prosecutors said on Tuesday.,normal,0.731,0,0.269,-0.8834
885,GOOGL,Alphabet Inc,20141223,FBI arrests Colorado man over online threats to kill police ,DENVER FBI agents arrested a Colorado man who posted online threats advocating the killing of police officers after investigators received a tip-off about one of the messages from Google  prosecutors said on Tuesday.,topStory,0.731,0,0.269,-0.8834
886,GOOGL,Alphabet Inc,20141219,Exclusive: Google aiming to go straight into car with next Android - sources ,SAN FRANCISCO/DETROIT Google Inc  is laying the groundwork for a version of Android that would be built directly into cars  sources said  allowing drivers to enjoy all the benefits of the Internet without even plugging in their smartphones.,topStory,0.858,0.142,0,0.7003
887,GOOGL,Alphabet Inc,20141218,U.S. judge concerned Google antitrust lawsuit too vague ,SAN JOSE  Calif. A judge on Thursday said she would require consumers suing Google over its Android smartphone operating system to submit more factual details in order for an antitrust lawsuit to proceed  at a time when the Internet search company faces increased regulatory pressure.,topStory,0.825,0.044,0.131,-0.4767
888,GOOGL,Alphabet Inc,20141218,UPDATE 1-U.S. judge concerned Google antitrust lawsuit too vague ,(Rewrites throughout to add judge orders more details in antitrust lawsuit against Google),normal,0.863,0,0.137,-0.2263
889,GOOGL,Alphabet Inc,20141218,U.S. judge says concerned about Google antitrust lawsuit ,SAN JOSE  Calif.  Dec 18 A U.S. judge said on Thursday she would require consumers suing Google to submit additional factual details in order for an antitrust lawsuit over Android to proceed.,normal,0.879,0,0.121,-0.4588
